log;nome;cnpj;status;endereco;cidade;estado;anotacao;telefone;email;instagram;site;decisor;telefone_decisor;marcadores;mesorregiao;
;La Belle Valentim Perfumaria;29.745.036/0001-86;Descoberto;AVENIDA DEPUTADO ULISSES GUIMARAES, 1009 - LOJA 01 - JARDIM RIO BRANCO - SÃO VICENTE/SP 11347-000;SÃO VICENTE;SP;;13997134321;;https://www.instagram.com/labellevalentim/;;TAYZE / RAQUEL;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;DAIKIN COSMETICOS;44.163.190/0001-33;Descoberto;AVENIDA JOAO DE ANDRADE, 1186 - SANTO ANTONIO - OSASCO/SP 06132-002;OSASCO;SP;;11982931244;;https://www.instagram.com/daikin.cosmeticos;;ERICK;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PERFUMARIA SEIKI;03.472.794/0001-84;Descoberto;PRACA PRESIDENTE CASTELO BRANCO, 173 - CENTRO - DIADEMA/SP 09911-130;Diadema;SP;;(11) 9 7086-7660;;https://www.instagram.com/perfumariaseiki/;https://www.perfumariaseiki.com.br/;SIDNEI;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;Perfumaria Novo Estilo;16.795.979/0001-71;Descoberto;RUA DOUTOR DEODATO WERTHEIMER, 146 - BRAS CUBAS - MOGI DAS CRUZES/SP 08740-270;MOGI DAS CRUZES;SP;;11988171621;;https://www.instagram.com/perfumarianovoestilo/;;RICARDO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Bonfim;06.939.179/0001-23;Descoberto;RUA PORTO VELHO - 627 - JARDIM CUMBICA - Guarulhos - SP - 07240-060;GUARULHOS;SP;;11 94473-3078;;https://www.instagram.com/perfumaria_bonfim/;;ETEVALDO / ANTONIO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Perola;31.467.249/0001-35;Descoberto;RUA 26, 20 - CONJUNTO MARCOS FREIRE - GUARULHOS/SP 07263-730;GUARULHOS;SP;;(11)94886-3811;;https://www.instagram.com/perfumaria_perola_/;;FRANCISCA;(11) 96499-0121;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Kaorys Perfumaria;08.468.005/0001-55;Descoberto;AV, Estr. Pres. Juscelino K. de Oliveira, 1089 - Jardim dos Pimentas, Guarulhos - SP, 07272-341;GUARULHOS;SP;; 11 94086-8416;;https://www.instagram.com/perfumariakaorys/;;WALTER;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;WINKY COSMÉTICOS;05.124.209/0001-80;Descoberto;AVENIDA RUBENS CARAMEZ, 25 - VILA AURORA - ITAPEVI/SP 06657-000;ITAPEVI;SP;;(11) 99916-4215;;https://www.instagram.com/winkycosmeticoscohab/;;RICARDO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Kibeleza;53.343.919/0001-44;Descoberto;RUA IPACAETA, 443 - JARDIM PRESIDENTE DUTRA - GUARULHOS/SP 07171-150;GUARULHOS;SP;;(11) 98894-3633;;https://www.instagram.com/perfumariakibeleza/;;FERNANDA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Kaory's Perfumaria;12.500.532/0001-77;Descoberto;ESTRADA AGUA CHATA, 208 - PARQUE PIRATININGA - ITAQUAQUECETUBA/SP 08583-370;ITAQUAQUECETUBA;SP;;11991342247;;https://www.instagram.com/kaorys_perfumaria/;;AKIRA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Gabi Perfumaria;23.141.128/0001-70;Descoberto;RUA BRAZILINA BEU, 55 - VILA INDIANA - TABOÃO DA SERRA/SP 06786-450; TABOÃO DA SERRA;SP;;1134634605;;https://www.instagram.com/gaabi_perfumaria/;;VALDECI / ELIZABETE;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;TUT'S PERFUMARIA;08.978.874/0001-20;Descoberto;RUA JOSE NOGUEIRA, 13 A - CENTRO-CIPO - EMBU-GUAÇU/SP 06929-050; EMBU-GUAÇU;SP;;1146648768;antonietacm@hotmail.com;https://www.instagram.com/tutsperfumaria/;;ANTONIETA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PINK PERFUMARIA ;25.241.539/0001-63;Descoberto;AVENIDA GOVERNADOR JANIO QUADROS - 938 - PARQUE SAO FRANCISCO - Ferraz de vasconcelos - SP - 08526-000; Ferraz de vasconcelos;SP;;(11) 99750-4263;;https://www.instagram.com/pinkperfumaria1/;;CIBELE;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Acauã;03.627.725/0001-00;Descoberto;R. Luiz Coladello, 26 - Parque Continental II Guarulhos - SP, 07084-410;GUARULHOS;SP;;11955990355;;https://www.instagram.com/perfumariaacaua/;;FRANCISCO ;(11) 96485-6383;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;MADAME MARGO;12.775.264/0001-04;Descoberto;RUA HELENA JACQUEY (VL HELENA) - 123 - RUDGE RAMOS - São bernardo do campo - SP - 09635-060;SÃO BERNARDO DO CAMPO;SP;;11 99524-3025;;https://www.instagram.com/madame_margo/;https://madamemargo.com.br/search/?q=alicate;KAREN;(11) 97856-4597;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;BELLE STAR PERFUMARIA;06.199.757/0001-32;Descoberto;ESTRADA AGUA CHATA, 200 - PARQUE PIRATININGA - ITAQUAQUECETUBA/SP 08583-370;ITAQUAQUECETUBA;SP;;(11) 95057-5032;;https://www.instagram.com/belle_starperfumaria/;;;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Donna Bella;28.196.237/0001-09;Descoberto;AVENIDA SAO PAULO - 584 - CIDADE SAO JORGE - Santo andré - SP - 09111-410; Santo andré;SP;;(11) 2379-3348;;https://www.instagram.com/perfumariadonna;;CLECIO / MARCIO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Sato Perfumaria e Presentes;01.537.179/0001-83;Descoberto;BOULEVARD MAJOR PAULA LOPES, 106 - CENTRO - GUARAREMA/SP 08900-000;GUARAREMA;SP;;11995253579;;https://www.instagram.com/sato_perfumaria/;;HELOISA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PERFUMARIA NOVO ESTILO BADRA;50.628.441/0001-00;Descoberto;AVENIDA MIGUEL BADRA, 1454 - CIDADE MIGUEL BADRA - SUZANO/SP 08690-010;SUZANO;SP;;11969226875;;https://www.instagram.com/perfumarianovoestilobadra/;;RODRIGO0;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PERFUMARIA CHOCOLATE COM PIMENTA;20.772.526/0001-05;Descoberto;RUA PADRE CLAUDIO ARENAL - 52 - VILA BARROS - Guarulhos - SP - 07192-010;GUARULHOS;SP;;11996714070;;https://www.instagram.com/perf.chocopi/;https://shopee.com.br/perf.chocopi;CELIA;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;MOHANA MAKEUP E PERFUMARIA;37.198.807/0001-90;Descoberto;RUA CELSO RAMOS DE OLIVEIRA - 27868 - ANTARTICA - Praia grande - SP - 11721-010; Praia grande ;SP;;13981547566;;https://www.instagram.com/mohana.makeup/;;;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Liv Perfumaria;40.922.077/0001-33;Descoberto;RUA MARIA SAYEG, 44 - JARDIM DAS OLIVEIRAS - ITAPECERICA DA SERRA/SP 06867-420;ITAPECERICA DA SERRA;SP;;11973499022;;https://www.instagram.com/liv.perfumaria/;;SHAIENE;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PINK DIAMOND;32.835.186/0001-95;Descoberto;RUA ITIRUCU - 648 - JARDIM PRESIDENTE DUTRA - Guarulhos - SP - 07171-160;GUARULHOS;SP;;11987356978;fabiosindicomais@hotmail.com;https://www.instagram.com/pink_diamond_jpd;;FABIO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PERFUMARIA MAYUMI;41.571.447/0001-06;Descoberto;RUA JOSE MARIA DIAS DA SILVA - 27 - PARQUE MIKAIL - Guarulhos - SP - 07142-400;GUARULHOS;SP;;11 94039-5461;;https://www.instagram.com/perfumariamayumi/;;MARCIO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Império da Beleza;52.748.658/0001-80;Descoberto;Avenida Costa e Silva 70 Box 80B, Praia Grande 11700005;PRAIA GRANDE;SP;;11 98282-3611;;https://www.instagram.com/imperiodabeleza_new/;;ANA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;BELISSIMA COSMETICOS;48.485.623/0001-28;Descoberto;AVENIDA SAO PAULO - 11 - QUARENTENARIO - São vicente - SP - 11347-650;São vicente;SP;;13998061628;;https://www.instagram.com/belissima_cosmeticos02/;;KAREN;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Mais Divas;35.050.546/0001-31;Descoberto;RUA JOAO GOMES - 32 - JARDIM ADRIANA - Guarulhos - SP - 07135-160;GUARULHOS;SP;;(11) 97036- 8503;;https://www.instagram.com/mais_divas_perfumaria/;;;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;MINHA FLOR COSMETICOS;40.767.155/0001-72;Descoberto;AVENIDA MARIA CAVALCANTE DA SILVA, 31533 - SAMAMBAIA - PRAIA GRANDE/SP 11712-560;PRAIA GRANDE;SP;;13991120576;tamires-torres@hotmail.com;https://www.instagram.com/minhaflorcosmeticos/;;TAMIRES;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;GHEO COSMETICOS;47.647.345/0001-03;Descoberto;AVENIDA DOM PEDRO II, 1085 - CIDADE NAUTICA - SÃO VICENTE/SP 11350-100;São vicente;SP;;13 97421-0605;;https://www.instagram.com/gheocosmeticos;https://shopee.com.br/gheocosmeticos;ALESSANDRA;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;Ateliê da Make;50.413.438/0001-70;Descoberto;RUA DA LIBERDADE, 70 - CENTRO - ITAQUAQUECETUBA/SP 08570-170;ITAQUAQUECETUBA;SP;;11947176779;;https://www.instagram.com/ateliedamake.store/;https://www.ateliedamake.com.br/;MEISSA;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;   + Bella Cosméticos Carapicuíba;44.622.647/0001-20;Descoberto;Avenida Inocêncio Seráfico, 1653, Carapicuíba, Brazil 06380-020;Carapicuíba;SP;;11 95423-9442;;https://www.instagram.com/maisbellacarapicuiba/;;PAULO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Artigo’s 180 Cosméticos;00.157.697/0001-09;Descoberto;RUA RICARDO PINTO, 180 - APARECIDA - SANTOS/SP 11035-170;SANTOS;SP;;13991428485;;https://www.instagram.com/artigos180/;;JULIANO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PERFUMARIA TURMALINA;11.180.575/0001-50;Descoberto;RUA DR ROBERTO DOMINGOS JOAO ROSIA, 17 - PARQUE MIKAIL - GUARULHOS/SP 07142-500;GUARULHOS;SP;;11 24034409;;https://www.instagram.com/perfumariaturmalina/;;LUCIANA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;BELLA MAJU PERFUMARIA;35.919.296/0001-23;Descoberto;RUA MIQUELINA, 473 - VILA CAMILOPOLIS - SANTO ANDRÉ/SP 09230-280;SANTO ANDRÉ;SP;;1198429 0092;;https://www.instagram.com/bellamajuperfumaria/;;SERGIO;(11) 99832-1625;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Paris Perfumaria Santos;39.830.505/0001-19;Descoberto;AVENIDA ANA COSTA - 480 - GONZAGA - Santos - SP - 11060-002;SANTOS;SP;;(13)99202-6852;;https://www.instagram.com/parisperfumariasantos/;;PAULO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Vaidosas Cosméticos e Perfumes;;Descoberto;Av. Dr. Vicente de Carvalho, 142 - Ocian - Box 07, Praia Grande, Sao Paulo, Brazil;Praia Grande;SP;;13981651060;;https://www.instagram.com/cosmeticosvaidosas;https://vaidosascosmeticos.com.br/13981651060;;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;190 Cosméticos;05.562.193/0001-98;Descoberto;Av Presidente Costa e Silva - 822 Boqueirão - Praia Grande-SP;Praia Grande;SP;;13997112498;;https://www.instagram.com/190cosmeticos;https://www.190cosmeticos.com.br/;CLEIRE;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;Nick Cosméticos;10.556.478/0001-56;Descoberto;R. Antônio Cândido da Silva, 136 - Vila Sonia, Praia Grande - SP, 11722-000;Praia Grande;SP;;13991606731;;https://www.instagram.com/nickcosmeticospg;;ANDRE;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Manu Pinho Cosmeticos;14.380.033/0001-19;Descoberto;AVENIDA THIAGO FERREIRA - 1.092 - VICENTE DE CARVALHO - Guarujá - SP - 11450-002;GUARUJÁ;SP;; 13 33521628;;https://www.instagram.com/manupinhocosmeticos/;;;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Rosália cosméticos;30.888.256/0001-48;Descoberto;AVENIDA TANCREDO NEVES, 975 - CACHOEIRA - GUARUJÁ/SP 11435-000;GUARUJÁ;SP;;13991239810;rosaliarodrigues734@gmail.com;https://www.instagram.com/rosaliacosmeticos/;https://facilzap.com.br/rosaliacosmeticos;ROSALIA;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;Bella Face Perfumaria;31.200.999/0001-46;Descoberto;R Oratório, 1864 - Parque das Nações, Santo André - SP, 09280-000;Santo André;SP;;11 4476-3736;valdir.bellaface@gmail.com;https://www.instagram.com/bellafaceperfumaria/;;VALDIR;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Sheridan Perfumaria;03.354.531/0001-70;Descoberto;AVENIDA BRIGADEIRO FARIA LIMA, 1401 - COCAIA - GUARULHOS/SP 07130-000;GUARULHOS;SP;;11 968221184;solangeavena@hotmail.com;https://www.instagram.com/sheridanperfumaria/;;SOLANGE;11 995243058;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;COSMETICOS.COM;51.571.155/0001-19;Descoberto;AVENIDA SAO PAULO, 177 - CIDADE INTERCAP - TABOÃO DA SERRA/SP 06757-170;TABOÃO DA SERRA;SP;;11976627276;;https://www.instagram.com/cosmeticos.com23/;;ROMILDO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;CHARMY COSMÉTICOS ;47.952.526/0001-35;Descoberto;ESTRADA SAO JOSE - 1310 - JARDIM VAZAME - Embu das artes - SP - 06814-160; Embu das artes;SP;;(11) 94943-2551;;https://www.instagram.com/charmymakes/;https://www.charmymakes.com.br/;ELIZANGELA;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;UNIKA PERFUMARIA;40.688.109/0001-88;Descoberto;Estr. dos Casa, 3440 - Bairro dos Casa - São Bernardo do Campo - SP, 09840-000;São Bernardo do Campo;SP;;11974640221;;https://www.instagram.com/unikaoficial/;;FABIO;(11) 97283-6422;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PERFUMARIA CRIATTIVA;28.991.466/0001-15;Descoberto;RUA VITAL BRASIL, 525 - VILA NOVA CUMBICA - GUARULHOS/SP 07231-370;GUARULHOS;SP;;11940135908;thaniacabelereira@hotmail.com;https://www.instagram.com/perfumaria.criattiva/;;TANIA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Bella Six Jardim Belval;43.727.092/0001-19;Descoberto;RUA ENGENHEIRO OSCAR KESSELRING, 91 - JARDIM BELVAL - BARUERI/SP 06420-160;BARUERI;SP;;11 978396903;;https://www.instagram.com/bellasix03/;;VALQUICINARA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;DA-G PERFUMARIA ;47.527.046/0001-27;Descoberto;AVENIDA DOUTOR TIMOTEO PENTEADO, 3411 - VILA GALVAO - GUARULHOS/SP 07061-001;GUARULHOS;SP;;11 963858997;;https://www.instagram.com/dag_perfumaria/;;GECENI;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;KAMARIM DA BELEZA;32.977.859/0001-41;Descoberto;AVENIDA PRESIDENCIAL (JD CLAUDIA), 120 - DOS CASA - SÃO BERNARDO DO CAMPO/SP 09850-605;São Bernardo do Campo;SP;; 11 98589-3740;araujo.scarlette13@gmail.con;https://www.instagram.com/kamarimdabeleza.sbc/;;SCARLETTE;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;BELLAFACE PERFUMARIA;45.385.279/0001-07;Descoberto;AVENIDA OTAVIO BRAGA DE MESQUITA, 1980 - VILA FLORIDA - GUARULHOS/SP 07191-000;GUARULHOS;SP;;11 939613572;;https://www.instagram.com/bellafaceperfumaria011/;;ANA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Casa Belleza Itaquaquecetuba;54.104.911/0001-98;Descoberto;Praça Padre João Álvares, 93 - Centro - Itaquaquecetuba - SP, 08570-050;Itaquaquecetuba;SP;;11995036530;;https://www.instagram.com/casabellezaitaquaquecetuba/;;;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Miss Angel Cosméticos;51.168.749/0001-83;Descoberto;RUA CORONEL OLIVEIRA LIMA, 350 - CENTRO - SANTO ANDRÉ/SP 09010-000;SANTO ANDRÉ;SP;;11918687964;;https://www.instagram.com/missangel_cosmeticos/;;HENRIQUE;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;L'AMOUR;49.821.797/0001-87;Descoberto;AVENIDA RICIERI JOSE MARCATTO, 2.391 - VILA SUISSA - MOGI DAS CRUZES/SP 08810-020;MOGI DAS CRUZES;SP;;11 97261-7005;;https://www.instagram.com/lamourperfu_oficial/;;ANA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria jóia da beleza;52.687.448/0001-29;Descoberto;AVENIDA JOAO PAULO II, 1096 - JARDIM SANTA TEREZA - EMBU DAS ARTES/SP 06813-015;EMBU DAS ARTES;SP;;1142442000;shen.73@hotmail.com;https://www.instagram.com/joiadabeleza/;;CHEN;(11) 98268-8190;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Ônnix Cosméticos Silvia Ribeiro;02.190.824/0001-05;Descoberto;AVENIDA INOCENCIO SERAFICO, 1948 - VL SANTA RIBEIRO - CARAPICUÍBA/SP 06380-021;CARAPICUÍBA;SP;;1141871001;;https://www.instagram.com/onnixcosmeticosoficial/;;EDVALDO;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Kelli Perfumaria Oficial;21.866.754/0001-07;Descoberto;PRACA ANTONIO SIQUEIRA (JD STO ANTONIO), 57 - REGIAO CENTRAL - CAIEIRAS/SP 07700-205;CAIEIRAS;SP;;1144421017;;https://www.instagram.com/kelliperfumaria/;;KELLI;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PINK BEAUTY;50.240.906/0001-51;Descoberto;PRACA PROFESSOR JOSE OLIVEIRA LOPES, 150 - RADIO CLUBE - SANTOS/SP 11088-190;SANTOS;SP;;13 98230-8885;;https://www.instagram.com/pinkbeauty.ita;;REGINA;(13) 99755-8044;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;SAYURI COSMETICOS;06.951.509/0002-87;Descoberto;ESTRADA ITAPECERICA-CAMPO LIMPO, 2954 - JARDIM DOM JOSE - EMBU DAS ARTES/SP 06823-301;EMBU DAS ARTES;SP;;11 96219-9380;;https://www.instagram.com/cosmeticos.sayuri/;;;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Kaoru Cosmeticos;35.851.115/0001-74;Descoberto;RUA JOAO MIRASSOL, 571 - PESTANA - OSASCO/SP 06122-170;OSASCO;SP;;11 981933884;;https://www.instagram.com/kaorucosmeticos/;;RODRIGO ;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Visual Chic;42.239.961/0001-01;Descoberto;AVENIDA ARMANDO BEI - 463 - VILA NOVA BONSUCESSO - Guarulhos - SP - 07175-000;Guarulhos;SP;;11977410131;https://www.instagram.com/iara_santaana/;https://www.instagram.com/perfumaria_visualchic/;;IARA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PARAÍSO COSMÉTICO & ACESSÓRIO;41.553.830/0001-23;Descoberto;RUA RENATO MARCHIONNO, 531 - BARONESA - OSASCO/SP 06266-020;OSASCO;SP;;11 9963651660;talita.limabr@hotmail.com;https://www.instagram.com/cosmeticoparaiso;;TALITA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Perfumaria Beauty Crush;19.099.567/0001-95;Descoberto;RUA TEODORO SAMPAIO, 1009 - PINHEIROS - SÃO PAULO/SP 05405-100;PINHEIROS;SP;;11 977121313;;https://www.instagram.com/beautycrushbene/;https://beautycrush.com.br/;ANDREA / HORACIO;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;ROYAL COSMETICOS;49.772.825/0002-02;Descoberto;RUA REPUBLICA DO LIBANO, 71 - CENTRO - OSASCO/SP 06013-060;OSASCO;SP;;(11)99996-8792;;https://www.instagram.com/lojasroyalcosmeticos/;https://www.royalcosmeticos.com.br/;FLAVIO;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;FAITH COSMETICOS;45.528.278/0001-74;Descoberto;ESTRADA PIMENTAS-SAO MIGUEL, 281 - VILA ALZIRA - GUARULHOS/SP 07210-380;GUARULHOS;SP;;(11) 94182-2497;;https://www.instagram.com/faith.cosmetycos/;;ZIRLANDIA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;PPGIM COSMETICOS;45.267.476/0001-21;Descoberto;RUA CAPRICORNIO, 637 - PARQUE SANTANA - SANTANA DE PARNAÍBA/SP 06515-090;SANTANA DE PARNAÍBA;SP;;(11)99138-8033;;https://www.instagram.com/ppgimcosmeticos/;;ILDA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Aroma Perfumaria;40.043.011/0001-73;Descoberto;PRACA ALMEIDA JUNIOR - 34 - VILA ASSUNCAO - Santo andré - SP - 09030-525;Santo andré;SP;;11 95404-5502;;https://www.instagram.com/aromaperfumaria.sa/;https://shopee.com.br/aromaperfumaria.sa;HELOISA;;13;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;Kaimii;20.698.515/0001-14;Descoberto;RUA MIQUELINA, 473 - VILA CAMILOPOLIS - SANTO ANDRÉ/SP 09230-280;Santo andré;SP;;11 98429-0092;;https://www.instagram.com/__kaimii;Instagram com mais postagens do salão de beleza, mas possui materiais para profissionais na loja;KATIA;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;Bella Cosmeticos Perfumaria;37.377.309/0001-05;Descoberto;RUA ENGENHEIRO JOSE SANCHES FERRARI, 912 - JARDIM VICENTE DE CARVALHO - BERTIOGA/SP 11250-518;BERTIOGA;SP;;13997827532;edilene0300@gmail.com;https://www.instagram.com/bellacosmeticos465/;;EDILENE;;13;Metropolitada São Paulo (Sem Capital);FÍSICA
;COMPLETA BELEZA;27.366.748/0001-69;Descoberto;TRAVESSA GUAIO, 381 - CENTRO - SUZANO/SP 08674-150;SUZANO;SP;Unhas, cílios e sobrancelha;11942052888;brpricila@gmail.com;https://www.instagram.com/lojacompletabeleza/;;PRICILA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Charming Nails Aruja;40.343.194/0001-42;Descoberto;Rua Silvina de Camargo, 53, Centro, Arujá, CEP 07402135;Arujá;SP;Unhas e cílios;11973064090;rsantos050285@gmail.com;https://www.instagram.com/charming_nails_aruja;;RAFAEL;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Casa Belleza Mogi Das Cruzes;53.255.468/0001-93;Descoberto;RUA DOUTOR DEODATO WERTHEIMER, 1709 - CENTRO - MOGI DAS CRUZES/SP 08710-430;Mogi das Cruzes;SP;Unhas, cílios e sobrancelha;(11)98858-3648;;https://www.instagram.com/casabellezamogii/;;JIANJUN;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Lar das Unhas;40.776.084/0001-74;Descoberto;R. Sen. Dantas, 339 - Centro, Mogi das Cruzes - SP, 08710-690;Mogi das Cruzes;SP;;11954293092;gabriellibianca7@gmail.com;https://www.instagram.com/gabilardasunhas/;;GABRIELLI;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;GUAPA MICROPIGMENTACAO;28.442.599/0001-32;Descoberto;Rua Francisco Franco, 110 - Centro / Mogi das Cruzes / SP;Mogi das Cruzes;SP;Cílios e sobrancelha;11941084326;;https://www.instagram.com/guapa_micro;;TATIANA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;RBeauty;;Descoberto;R. Carlos Barbosa da Silva, 12 - sala 1 - Centro, Itaquaquecetuba - SP, 08570-140;Itaquaquecetuba;SP;Unhas, cílios e sobrancelha;11916546256;;https://www.instagram.com/rbeautylojaoficial/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Loucas por Esmaltes Rib.Pires;;Descoberto;Av. Fortuna, 84 Centro, Ribeirão Pires 09400-320;Ribeirão Pires;SP;Unhas, cílios e sobrancelha;11975900340;;https://www.instagram.com/loucasporesmaltesrpires/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Bellas Cores Nails;;Descoberto;R. Vito Pedro Dell'Antônia, 85 - Vila Bocaina, Mauá - SP, 09310-070;Mauá;SP;;11970404296;;https://www.instagram.com/bellascoresnails/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Diley’s / Produtos Profissionais de Beleza;35.815.155/0001-60;Descoberto;Praça do Carmo, 71 - Loja 33 - Centro, Santo André - SP, 09010-020; Santo André;SP;Unhas, cílios e sobrancelha;(11) 99133-2347;;https://www.instagram.com/dileysoficial;;GUILHERME;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;LEKA ACESSORIOS;23.189.173/0001-03;Descoberto;RUA SANTA CLARA, 310 - CANHEMA - DIADEMA/SP 09941-260;DIADEMA;SP;Unhas, cílios e sobrancelha;11962893430;;https://www.instagram.com/lojalekaacessorios/;;SIDNEY;(11) 98203-1933;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Loucas por esmaltes Diadema;;Descoberto;Rua Pastor samuel spazzapan 28, Diadema, Sao Paulo 009980690;DIADEMA;SP;;(11) 97439-5970;;https://www.instagram.com/loucasporesmaltesdiadema/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;FASHION ESMALTERIA;11.857.741/0001-00;Descoberto;Av. Conde Francisco Matarazzo, 85 - Sala 36 - Centro, São Caetano do Sul 09520100;São Caetano do Sul ;SP;Unhas e cílios;(11) 99370-2356;;https://www.instagram.com/fashion.esmalteria/;;REGINA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;RS FASHION PRODUTOS;;Descoberto;;DIADEMA;SP;Unhas e cílios;11953786314;;https://www.instagram.com/rs_fashion_produtos;;;;12;Metropolitada São Paulo (Sem Capital);ONLINE
;Fidelis Cosméticos;46.145.180/0001-09;Descoberto;R. Manoel da Nóbrega, 598 - sala 36 - Centro, Diadema - SP, 09910-720;DIADEMA;SP;Unhas, cílios e sobrancelha;11985962024;;https://www.instagram.com/cosmeticosfidelis;;ALINE;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Universo Diva;;Descoberto;Av. Brg. Faria Lima, 1279 - box88 - Centro, São Bernardo do Campo - SP, 09720-010;São Bernardo do Campo;SP;Unhas e cílios;11966189256;;https://www.instagram.com/universodivaloja/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Lashes Persona Store ABC;;Descoberto;Av. Álvaro Guimarães, 3012 - Sala 2 - Assunção, São Bernardo do Campo - SP, 09810-010;São Bernardo do Campo;SP;Cílios;11982016618;;https://www.instagram.com/lashespersona_abc/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
